#,Domain,Count,Percentage,IAB Content Taxonomy,Tier 1,Tier 2,Tier 3
335,smzdm.com,530136,0.0002339314,/Shopping,Shopping,,
336,imimg.com,524613,0.00023149429,,,,
337,olcsobbat.hu,524121,0.00023127716,/Shopping,Shopping,,
338,keepcalms.com,523343,0.00023093387,/Arts & Entertainment,Arts & Entertainment,,
339,typepad.com,521795,0.00023025079,/Online Communities/Blogging Resources & Services,Online Communities,Blogging Resources & Services,
340,ocdn.eu,520759,0.00022979364,/Reference,Reference,,
341,cars-kids.com,519563,0.00022926588,/People & Society,People & Society,,
342,photophoto.cn,517921,0.00022854133,/Arts & Entertainment/Visual Art & Design,Arts & Entertainment,Visual Art & Design,
343,carsforsale.com,517763,0.0002284716,/Autos & Vehicles/Vehicle Shopping/Used Vehicles,Autos & Vehicles,Vehicle Shopping,Used Vehicles
344,profi-news.ru,517089,0.0002281742,/Shopping,Shopping,,
345,tsn.ua,516846,0.00022806697,/Arts & Entertainment/Online Media,Arts & Entertainment,Online Media,
346,lalafo.com,514265,0.00022692805,/Internet & Telecom,Internet & Telecom,,
347,tistatic.com,513246,0.00022647839,/Computers & Electronics/Computer Hardware,Computers & Electronics,Computer Hardware,
348,zcache.jp,512933,0.0002263403,,,,
349,mynewsdesk.com,512635,0.00022620877,/Business & Industrial/Advertising & Marketing/Public Relations,Business & Industrial,Advertising & Marketing,Public Relations
350,beyazgazete.com,511703,0.00022579752,/Games,Games,,
351,classiccars.com,511513,0.00022571368,/Autos & Vehicles/Classic Vehicles,Autos & Vehicles,Classic Vehicles,
352,shopsycdn.com,508044,0.00022418294,,,,
353,bmstatic.com,507373,0.00022388684,,,,
354,hvg.hu,507280,0.0002238458,/Arts & Entertainment,Arts & Entertainment,,
355,likewear.ru,505369,0.00022300255,/Shopping/Apparel,Shopping,Apparel,
356,auto-motor-und-sport.de,504779,0.00022274218,/Autos & Vehicles,Autos & Vehicles,,
357,pimg.jp,502511,0.0002217414,,,,
358,ostkcdn.com,500846,0.00022100668,/Shopping,Shopping,,
359,126.net,496290,0.00021899628,/Arts & Entertainment,Arts & Entertainment,,
360,poliris.com,493530,0.00021777838,,,,
361,acdn.no,493005,0.00021754673,,,,
362,cdn-hotels.com,492534,0.00021733887,,,,
363,wwu.edu,492275,0.00021722458,/Jobs & Education/Education/Colleges & Universities,Jobs & Education,Education,Colleges & Universities
364,cafefcdn.com,491602,0.00021692762,,,,
365,2img.net,488318,0.0002154785,/Internet & Telecom,Internet & Telecom,,
366,buecher.de,486980,0.00021488808,/Beauty & Fitness,Beauty & Fitness,,
367,hotp.jp,481229,0.00021235036,/Beauty & Fitness/Hair Care,Beauty & Fitness,Hair Care,
368,tikicdn.com,480066,0.00021183716,,,,
369,netnews.vn,479875,0.0002117529,/News,News,,
370,cocolog-nifty.com,475802,0.0002099556,/Online Communities,Online Communities,,
371,scoop.it,475606,0.0002098691,/Business & Industrial,Business & Industrial,,
372,imob.online,475441,0.00020979632,,,,
373,luxnet.ua,474455,0.00020936122,,,,
374,nordstrommedia.com,474080,0.00020919574,,,,
375,la-croix.com,471589,0.00020809654,/Arts & Entertainment,Arts & Entertainment,,
376,buchfindr.de,471409,0.00020801712,/Books & Literature,Books & Literature,,
377,redocn.com,471248,0.00020794608,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies,Business & Industrial,Construction & Maintenance,Building Materials & Supplies
378,bodas.net,469116,0.0002070053,/Hobbies & Leisure/Special Occasions/Weddings,Hobbies & Leisure,Special Occasions,Weddings
379,ecrater.com,468897,0.00020690866,/Shopping,Shopping,,
380,ppstatic.pl,468361,0.00020667214,/Food & Drink,Food & Drink,,
381,yan.vn,467828,0.00020643694,/News,News,,
382,gomagcdn.ro,467294,0.0002062013,,,,
383,smedata.sk,466273,0.00020575078,/News,News,,
384,wowma.net,465413,0.00020537129,,,,
385,turbosquid.com,462807,0.00020422135,/Arts & Entertainment/Visual Art & Design,Arts & Entertainment,Visual Art & Design,
386,focus.de,461755,0.00020375714,/Law & Government/Public Safety,Law & Government,Public Safety,
387,roomclip.jp,461045,0.00020344384,/Home & Garden/Home & Interior Decor,Home & Garden,Home & Interior Decor,
388,tstatic.net,460967,0.0002034094,/News,News,,
389,cdn77.org,459349,0.00020269545,/Home & Garden/Domestic Services/Cleaning Services,Home & Garden,Domestic Services,Cleaning Services
390,lb.ua,457298,0.0002017904,/Law & Government/Military,Law & Government,Military,
391,ecestaticos.com,456518,0.00020144623,,,,
392,optimole.com,456425,0.0002014052,/Arts & Entertainment/Online Media/Online Image Galleries,Arts & Entertainment,Online Media,Online Image Galleries
393,ibs.it,455909,0.00020117749,/Books & Literature,Books & Literature,,
394,wattpad.com,455485,0.00020099038,/Books & Literature/E-Books,Books & Literature,E-Books,
395,trvl-media.com,454754,0.00020066783,,,,
396,mgfserv.com,454165,0.00020040791,/Computers & Electronics/Computer Security,Computers & Electronics,Computer Security,
397,fbcdn.net,452483,0.0001996657,/Online Communities/Social Networks,Online Communities,Social Networks,
398,zcache.de,452241,0.00019955892,,,,
399,cncenter.cz,451743,0.00019933917,/Business & Industrial,Business & Industrial,,
400,ameba.jp,449829,0.00019849459,/Games,Games,,
401,ismcdn.jp,449794,0.00019847915,,,,
402,aktifhaber.com,449366,0.00019829027,/News,News,,
403,amanaimages.com,449033,0.00019814333,/Arts & Entertainment/Online Media/Online Image Galleries,Arts & Entertainment,Online Media,Online Image Galleries
404,delcampe-static.net,442858,0.00019541852,,,,
405,az-cdn.ch,441577,0.00019485325,,,,
406,zankyou.com,440358,0.00019431535,/Hobbies & Leisure/Special Occasions/Weddings,Hobbies & Leisure,Special Occasions,Weddings
407,allpostersimages.com,435961,0.00019237509,,,,
408,booklikes.com,435705,0.00019226214,/Books & Literature,Books & Literature,,
409,speakerdeck.com,435658,0.00019224139,/Computers & Electronics/Software/Business & Productivity Software,Computers & Electronics,Software,Business & Productivity Software
410,gc-img.net,435579,0.00019220652,,,,
411,tbcdn.cn,435515,0.0001921783,,,,
412,kyobobook.co.kr,434895,0.0001919047,/Books & Literature,Books & Literature,,
413,wook.pt,434673,0.00019180674,/Books & Literature,Books & Literature,,
414,e-dostavka.by,434175,0.00019158699,/Arts & Entertainment/Online Media,Arts & Entertainment,Online Media,
415,okr.ro,433407,0.00019124812,,,,
416,uslide.ru,432150,0.00019069344,/Jobs & Education/Education/Teaching & Classroom Resources,Jobs & Education,Education,Teaching & Classroom Resources
417,mixcloud.com,431812,0.00019054428,/Computers & Electronics/Computer Hardware,Computers & Electronics,Computer Hardware,
418,bizorg.su,431318,0.0001903263,/Business & Industrial,Business & Industrial,,
419,laodong.vn,430630,0.0001900227,/Arts & Entertainment,Arts & Entertainment,,
420,blastingcdn.com,430155,0.0001898131,,,,
421,eyeem.com,428888,0.00018925402,/Shopping/Photo & Video Services,Shopping,Photo & Video Services,
422,nimg.jp,428337,0.0001890109,,,,
423,mehrnews.com,427639,0.00018870289,/News,News,,
424,similarcdn.com,427317,0.00018856078,,,,
425,memorix.nl,426933,0.00018839134,/Arts & Entertainment,Arts & Entertainment,,
426,bestfewo.de,425489,0.00018775415,/Travel/Hotels & Accommodations/Vacation Rentals & Short-Term Stays,Travel,Hotels & Accommodations,Vacation Rentals & Short-Term Stays
427,nuji.com,424243,0.00018720433,/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections,Beauty & Fitness,Fashion & Style,Fashion Designers & Collections
428,static1-sima-land.com,423357,0.00018681336,,,,
429,rglcdn.com,421254,0.0001858854,,,,
430,sm360.ca,418351,0.0001846044,/Business & Industrial,Business & Industrial,,
431,blesk.cz,416221,0.00018366449,/Arts & Entertainment,Arts & Entertainment,,
432,mybaze.com,415762,0.00018346194,/Beauty & Fitness/Fashion & Style,Beauty & Fitness,Fashion & Style,
433,adlibris.com,415756,0.0001834593,/Books & Literature,Books & Literature,,
434,jumpseller.com,415236,0.00018322984,/Internet & Telecom/Web Services/Web Design & Development,Internet & Telecom,Web Services,Web Design & Development
435,catawiki.nl,413720,0.00018256087,/Shopping/Auctions,Shopping,Auctions,
436,imguol.com.br,411030,0.00018137388,,,,
437,cdn.tf,411005,0.00018136285,,,,
438,tmgrup.com.tr,410530,0.00018115325,/Computers & Electronics,Computers & Electronics,,
439,momoshop.com.tw,408611,0.00018030645,/Health/Oral & Dental Care,Health,Oral & Dental Care,
440,itc.cn,408253,0.00018014848,/Computers & Electronics/Computer Hardware,Computers & Electronics,Computer Hardware,
441,aif.ru,408152,0.0001801039,/Business & Industrial,Business & Industrial,,
442,drouot.com,406359,0.00017931271,/Shopping,Shopping,,
443,cmcdn.de,404937,0.00017868524,,,,
444,lodgis.com,403977,0.00017826162,/Real Estate/Real Estate Listings/Residential Rentals,Real Estate,Real Estate Listings,Residential Rentals
445,sudouest.fr,403721,0.00017814867,/News,News,,
446,zootlab.cz,403525,0.00017806217,,,,
447,cowcow.com,402585,0.00017764738,/Shopping/Apparel,Shopping,Apparel,
448,cloudimg.io,402227,0.0001774894,/Arts & Entertainment/Visual Art & Design/Photographic & Digital Arts,Arts & Entertainment,Visual Art & Design,Photographic & Digital Arts
449,smushcdn.com,401672,0.00017724449,,,,
450,idigbio.org,398797,0.00017597586,/Science/Biological Sciences,Science,Biological Sciences,
451,huangye88.net,398194,0.00017570978,,,,
452,blog.hu,397709,0.00017549576,/Business & Industrial,Business & Industrial,,
453,diesel.com,397222,0.00017528087,/Shopping/Apparel/Casual Apparel,Shopping,Apparel,Casual Apparel
454,weva.pro,396009,0.00017474562,/Business & Industrial/Business Services,Business & Industrial,Business Services,
455,yakaboo.ua,394685,0.00017416136,/Games/Computer & Video Games,Games,Computer & Video Games,
456,otto.de,393836,0.00017378675,/Shopping,Shopping,,
457,spartoo.com,393416,0.00017360142,/Shopping/Apparel/Footwear,Shopping,Apparel,Footwear
458,honto.jp,389310,0.00017178956,/Books & Literature,Books & Literature,,
459,paperblog.com,386886,0.00017071992,/Internet & Telecom/Email & Messaging,Internet & Telecom,Email & Messaging,
460,wasi.co,386572,0.00017058138,/Real Estate/Real Estate Services,Real Estate,Real Estate Services,
461,def-shop.com,386420,0.0001705143,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop,Arts & Entertainment,Music & Audio,Urban & Hip-Hop
462,gannett-cdn.com,386320,0.00017047018,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies,Business & Industrial,Construction & Maintenance,Building Materials & Supplies
463,izi.ua,386202,0.0001704181,/Shopping,Shopping,,
464,images-chapitre.com,386136,0.00017038899,,,,
465,touslesprix.com,385736,0.00017021246,/Shopping/Consumer Resources/Product Reviews & Price Comparisons,Shopping,Consumer Resources,Product Reviews & Price Comparisons
466,weserv.nl,383775,0.00016934715,,,,
467,zrks.cz,383731,0.00016932772,/Travel,Travel,,
468,aboutstatic.com,383724,0.00016932465,,,,
469,vietnamnetjsc.vn,382611,0.0001688335,,,,
470,flixster.com,381833,0.0001684902,/Arts & Entertainment/Movies,Arts & Entertainment,Movies,
471,feedbooks.net,379755,0.00016757326,,,,
472,orpi.com,379389,0.00016741175,/Real Estate/Real Estate Services,Real Estate,Real Estate Services,
473,moluna.de,378913,0.0001672017,/Arts & Entertainment,Arts & Entertainment,,
474,f1g.fr,377233,0.00016646037,,,,
475,labirint.ru,376864,0.00016629755,/Home & Garden,Home & Garden,,
476,unitycms.io,376626,0.00016619254,/Games/Computer & Video Games,Games,Computer & Video Games,
477,niooz.fr,376344,0.0001660681,/News,News,,
478,tuoitre.vn,376198,0.00016600367,/Shopping,Shopping,,
479,byteimg.com,374900,0.0001654309,,,,
480,mfplus.jp,374899,0.00016543046,/Arts & Entertainment/TV & Video/Online Video,Arts & Entertainment,TV & Video,Online Video
481,selcdn.net,373859,0.00016497156,,,,
482,dribbble.com,372259,0.00016426552,/Arts & Entertainment/Visual Art & Design/Design,Arts & Entertainment,Visual Art & Design,Design
483,staticdomy.com.pl,371677,0.0001640087,,,,
484,litres.ru,371079,0.00016374484,/Arts & Entertainment,Arts & Entertainment,,
485,myrealpage.com,370128,0.00016332518,/Real Estate/Real Estate Services,Real Estate,Real Estate Services,
486,prensaiberica.es,370125,0.00016332386,/Business & Industrial,Business & Industrial,,
487,threadless.com,369442,0.00016302247,/Shopping/Apparel/Casual Apparel,Shopping,Apparel,Casual Apparel
488,dsmcdn.com,367130,0.00016200226,,,,
489,so-net.ne.jp,366485,0.00016171765,/Games,Games,,
490,marketplus.cloud,366123,0.0001615579,,,,
491,isanook.com,365270,0.0001611815,,,,
492,fatline.com.ua,363101,0.0001602244,/Shopping/Apparel/Casual Apparel,Shopping,Apparel,Casual Apparel
493,movie-infos.net,361946,0.00015971474,/Arts & Entertainment/Movies,Arts & Entertainment,Movies,
494,digikala.com,361843,0.0001596693,/People & Society/Social Issues & Advocacy/Charity & Philanthropy,People & Society,Social Issues & Advocacy,Charity & Philanthropy
495,imagekit.io,358958,0.00015839623,/Online Communities/Photo & Video Sharing/Photo & Image Sharing,Online Communities,Photo & Video Sharing,Photo & Image Sharing
496,kujiale.com,358344,0.00015812531,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies,Business & Industrial,Construction & Maintenance,Building Materials & Supplies
497,cdninstagram.com,358246,0.00015808206,/Arts & Entertainment/Music & Audio,Arts & Entertainment,Music & Audio,
498,saxo.com,357028,0.0001575446,/Sports/Individual Sports/Cycling,Sports,Individual Sports,Cycling
499,figarocms.net,356976,0.00015752165,,,,
500,favi.cz,356618,0.00015736368,/Home & Garden/Home Furnishings,Home & Garden,Home Furnishings,
